LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month,Mean_Payment,Mean_Bill,MP_<_MB/2,Most_Common,Limit_Status,Sept_Amount,Tree1,Tree2,Tree3,Tree4,Tree5,Tree6,Tree7,Tree8,Heredity1
360000,2,1,2,34,-2,-2,-2,-2,-2,-2,6276,16062,8539,8665,2132,745,16142,8630,8710,2142,748,3030,0,6567.0,7069.833333333333,0,-2.0,0.008380555555555556,0,0,1,0,0,0,0,0,0,4
200000,1,4,1,35,-2,-2,-2,-1,0,0,3000,5752,5028,13784,14482,11836,5752,5028,13800,2900,3100,305,0,5147.5,8980.333333333334,0,-2.0,0.114985,0,0,1,0,0,0,0,0,0,4
110000,2,2,2,23,-1,-1,-1,-1,-1,0,541,541,541,941,6993,37264,541,541,941,6993,31229,8426,0,8111.833333333333,7803.5,0,-1.0,-0.01681818181818182,0,0,1,0,0,0,0,0,0,1
210000,2,1,2,26,0,0,0,0,0,0,186544,188366,173694,163481,128216,113292,8102,7798,12246,5268,5000,10000,0,8069.0,158932.16666666666,1,0.0,4.31037619047619,1,0,1,0,0,0,0,0,0,0
30000,1,6,2,49,0,0,0,0,0,0,29429,29959,29467,28292,28819,28787,3000,1800,2000,2590,10000,1452,0,3473.6666666666665,29125.5,1,0.0,5.130366666666666,1,0,1,0,0,0,0,0,0,0
30000,1,2,2,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,-2.0,0.0,0,1,0,0,0,0,0,0,0,-2
210000,2,3,2,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,-2.0,0.0,0,1,0,0,0,0,0,0,0,-2
50000,1,2,1,41,0,0,0,0,0,0,48537,36394,28278,16983,8888,9218,2022,2016,1272,1000,1000,1000,0,1385.0,24716.333333333332,1,0.0,2.79976,1,0,1,0,0,0,0,0,0,0
230000,2,2,2,30,-1,2,-1,0,0,-2,1855,187,6254,16549,6392,1828,0,6270,14085,6396,9,6172,0,5488.666666666667,5510.833333333333,0,-1.0,0.0005782608695652174,0,0,0,1,0,0,0,0,0,-2
130000,2,2,2,27,-1,-1,-1,-1,0,0,3359,-191,191,2898,4728,5149,0,382,2898,1900,500,500,0,1030.0,2689.0,1,-1.0,0.07656923076923076,1,0,1,0,0,0,0,0,0,1
240000,1,2,1,34,0,0,0,0,0,0,194548,198522,206312,205804,122740,137740,7200,11000,6000,3000,15000,45,0,7040.833333333333,177611.0,1,0.0,4.2642541666666665,1,0,1,0,0,0,0,0,0,0
500000,2,1,2,44,-2,-2,-2,-2,-2,-2,0,5218,3981,0,3672,7617,5218,3981,0,3672,7617,2691,0,3863.1666666666665,3414.6666666666665,0,-2.0,-0.005382,0,1,0,0,0,0,0,0,0,4
250000,2,2,2,25,0,0,0,0,0,3,25823,26114,27446,28371,4715,4358,1500,1575,1500,1000,0,0,0,929.1666666666666,19471.166666666668,1,0.0,0.445008,1,0,1,0,0,0,0,0,0,0
360000,1,1,2,33,0,0,0,0,0,0,218668,221296,206895,628699,195969,179224,10000,7000,6000,188840,28000,4000,0,40640.0,275125.1666666667,1,0.0,3.908086111111111,0,0,1,0,0,0,0,0,0,0
80000,2,2,2,44,0,0,0,0,0,0,80610,81008,80725,50472,50340,42393,6502,4000,1889,2000,7700,9600,0,5281.833333333333,64258.0,1,0.0,4.4232125,1,0,1,0,0,0,0,0,0,0
120000,2,2,1,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,-2.0,0.0,0,1,0,0,0,0,0,0,0,-2
50000,1,2,2,27,0,0,0,0,-1,-1,47481,36112,31992,33361,100,0,1910,1790,79,100,1200,0,0,846.5,24841.0,1,0.0,2.87934,1,1,0,0,0,0,0,0,0,0
180000,2,2,2,48,-1,-1,-1,-1,-1,-1,10000,10000,10000,10000,20000,10338,10000,10000,10000,20000,10338,20894,0,13538.666666666666,11723.0,0,-1.0,-0.06052222222222222,0,0,1,0,0,0,0,0,0,1
60000,1,2,2,27,0,0,0,0,0,0,58982,59063,58440,59593,59642,60165,2097,2141,3000,2064,2672,2000,0,2329.0,59314.166666666664,1,0.0,5.6985166666666665,0,0,1,0,0,0,0,0,0,0
200000,2,2,1,37,0,0,0,0,0,-1,4942,3554,3152,2732,1380,1380,1068,1046,1006,34,1386,1386,0,987.6666666666666,2856.6666666666665,1,0.0,0.05607,1,0,1,0,0,0,0,0,0,0
70000,2,1,2,24,0,0,0,0,0,0,65920,67413,68623,68867,70179,67976,3150,3000,2250,2400,2350,2400,0,2591.6666666666665,68163.0,1,0.0,5.6204,0,0,1,0,0,0,0,0,0,0
90000,2,2,2,24,0,0,0,-1,0,0,36179,36137,28400,28982,29782,24389,1953,2000,29982,800,1516,60615,0,16144.333333333334,30644.833333333332,0,0.0,0.9667,1,0,1,0,0,0,0,0,0,0
200000,2,1,2,26,0,0,0,0,0,0,200849,146340,146660,145623,144166,145141,80000,4600,6000,4700,4800,5000,0,17516.666666666668,154796.5,1,0.0,4.118395,1,0,1,0,0,0,0,0,0,0
200000,2,2,1,34,0,0,0,0,0,0,5481,6430,4494,4771,9454,8595,1068,1140,1000,5000,3000,3000,0,2368.0,6537.5,1,0.0,0.125085,0,0,1,0,0,0,0,0,0,0
360000,1,2,1,34,0,0,2,0,0,-1,6287,3580,2224,1206,-11,2216,2505,5,12,0,2227,0,0,791.5,2583.6666666666665,1,0.0,0.029869444444444445,1,1,0,0,0,0,0,0,0,0
220000,1,2,1,47,-1,-1,-1,-1,-1,-1,3489,6246,29390,8460,19000,13550,6261,29390,8489,19000,13550,2969,0,13276.5,13355.833333333334,0,-1.0,0.0021636363636363637,0,0,1,0,0,0,0,0,0,1
50000,1,3,1,55,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0,390.0,390.0,0,-1.0,0.0,0,1,0,0,0,0,0,0,0,1
140000,1,1,2,35,-2,-2,-2,-2,-2,-2,2000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,333.3333333333333,1,-2.0,0.014285714285714285,1,1,0,0,0,0,0,0,0,4
310000,1,2,1,40,-1,0,0,0,0,0,12295,13440,30944,31594,30454,29246,2000,20000,2000,2000,2000,210759,0,39793.166666666664,24662.166666666668,0,0.0,-0.29285806451612906,0,0,1,0,0,0,0,0,0,0
360000,1,1,2,32,0,0,0,0,-1,-1,304907,309972,315730,113412,2500,0,12557,13738,5053,2500,0,0,0,5641.333333333333,174420.16666666666,1,0.0,2.8129805555555554,1,0,1,0,0,0,0,0,0,0
260000,1,2,2,44,0,0,0,0,0,0,99176,63497,51524,52681,53852,55967,2259,2000,2000,2000,3000,1681,0,2156.6666666666665,62782.833333333336,1,0.0,1.3990653846153847,1,0,1,0,0,0,0,0,0,0
120000,1,2,2,35,0,0,0,0,0,0,90972,93452,95943,99340,101783,104929,4000,4000,5000,5000,5000,3400,0,4400.0,97736.5,1,0.0,4.666825,0,0,1,0,0,0,0,0,0,0
360000,2,1,2,42,-2,-1,-1,-1,-1,-2,45603,29788,2950,6366,11480,222,29882,2950,6366,11480,222,4285,0,9197.5,16068.166666666666,0,-1.0,0.1145111111111111,1,0,1,0,0,0,0,0,0,2
420000,2,2,2,29,0,0,0,0,0,-2,408568,418589,426336,84732,64614,3068,18000,18691,5027,3000,3068,175056,0,37140.333333333336,234317.83333333334,1,0.0,2.8168214285714286,1,0,1,0,0,0,0,0,0,0
230000,1,2,2,27,0,0,0,0,0,0,34592,23689,27652,8430,9811,9865,1816,5105,1293,2000,528,3000,0,2290.3333333333335,19006.5,1,0.0,0.43607391304347826,1,0,1,0,0,0,0,0,0,0
50000,1,3,2,34,0,0,0,0,0,0,49454,49157,49773,48398,32584,33322,1792,2208,1513,1149,1245,1271,0,1529.6666666666667,43781.333333333336,1,0.0,5.0702,1,0,1,0,0,0,0,0,0,0
170000,2,1,2,25,0,0,0,0,0,0,170950,166243,165816,166023,96415,127480,6014,7103,5451,6000,80000,4000,0,18094.666666666668,148821.16666666666,1,0.0,4.613876470588235,1,0,1,0,0,0,0,0,0,0
500000,2,3,1,36,-2,-2,-2,-2,-2,-2,27866,1062,27610,18133,2506,169233,1062,27648,25012,2506,169233,11952,0,39568.833333333336,41068.333333333336,0,-2.0,0.017994,0,0,1,0,0,0,0,0,0,4
50000,2,3,1,33,0,0,-2,-2,-2,-2,23500,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3916.6666666666665,1,-2.0,0.47,1,1,0,0,0,0,0,0,0,0
50000,2,2,2,29,0,0,0,0,0,0,48517,49391,27780,28585,28130,29005,3000,2000,1200,1000,1300,1000,0,1583.3333333333333,35234.666666666664,1,0.0,4.03816,1,0,1,0,0,0,0,0,0,0
120000,1,2,1,34,-1,-1,-1,-1,0,0,6059,1943,2402,18700,9900,0,1943,2500,38098,5000,0,0,0,7923.5,6500.666666666667,0,-1.0,-0.07114166666666667,0,0,1,0,0,0,0,0,0,1
440000,2,1,1,33,-2,-2,-2,-2,-2,-1,0,0,0,0,0,100,0,0,0,0,100,300,0,66.66666666666667,16.666666666666668,0,-2.0,-0.0006818181818181819,0,1,0,0,0,0,0,0,0,4
110000,2,3,2,31,0,-1,-1,-1,-1,-2,2705,2487,2500,2500,0,0,2487,2700,2500,0,0,0,0,1281.1666666666667,1698.6666666666667,0,-1.0,0.022772727272727274,1,0,1,0,0,0,0,0,0,0
360000,1,1,2,29,-1,-1,-1,-1,0,-1,1360,7995,-7,3651,2085,1102,8035,0,3658,10,1107,584,0,2232.3333333333335,2697.6666666666665,0,-1.0,0.0077555555555555555,0,0,1,0,0,0,0,0,0,1
150000,2,3,2,38,1,-2,-1,2,2,2,1589,1335,9447,4887,11181,6692,1339,9460,0,6702,16,8242,0,4293.166666666667,5855.166666666667,0,2.0,0.06248,0,1,0,0,0,0,0,0,0,-2
110000,1,2,1,44,0,0,0,0,0,0,82503,84214,90877,92986,49901,49649,3083,9563,4000,1800,2000,2000,0,3741.0,75021.66666666667,1,0.0,3.8880363636363637,1,0,1,0,0,0,0,0,0,0
50000,2,2,1,32,0,0,0,0,0,0,44751,43952,29136,19048,17946,17340,1500,1239,612,607,2593,584,0,1189.1666666666667,28695.5,1,0.0,3.30076,1,0,1,0,0,0,0,0,0,0
170000,1,2,1,39,0,0,0,0,0,0,91289,74457,64374,63936,60750,54248,2486,2430,2224,1957,1917,3000,0,2335.6666666666665,68175.66666666667,1,0.0,2.3237647058823527,1,0,1,0,0,0,0,0,0,0
280000,2,2,1,40,-1,-1,-1,-1,-1,2,415,415,415,565,830,415,415,415,565,830,0,415,0,440.0,509.1666666666667,0,-1.0,0.0014821428571428572,0,0,1,0,0,0,0,0,0,1
310000,2,2,1,49,0,0,0,0,0,0,52439,44350,34608,21262,11944,-2571,2042,1562,1118,1139,2195,61526,0,11597.0,27005.333333333332,1,0.0,0.2982258064516129,1,0,1,0,0,0,0,0,0,0
290000,2,1,2,27,-2,-2,-2,-2,-2,-2,-4,-4,853,0,71,-73,0,857,0,71,0,14688,0,2602.6666666666665,140.5,0,-2.0,-0.05094137931034483,0,1,0,0,0,0,0,0,0,4
110000,2,2,2,28,0,0,0,0,0,0,106202,105080,107420,107325,108545,105341,5300,5540,5361,4500,4000,4500,0,4866.833333333333,106652.16666666667,1,0.0,5.551927272727273,0,0,1,0,0,0,0,0,0,0
200000,2,4,2,40,0,0,0,0,0,0,201598,198373,152601,105588,73886,198487,10100,6700,5500,4500,127600,7500,0,26983.333333333332,155088.83333333334,1,0.0,3.843165,1,0,1,0,0,0,0,0,0,0
280000,2,1,2,29,0,0,0,0,0,0,15801,9982,9909,10420,10142,10329,1200,1200,1200,1000,350,300,0,875.0,11097.166666666666,1,0.0,0.21904642857142856,1,0,1,0,0,0,0,0,0,0
230000,2,1,1,31,0,0,-1,2,0,0,23526,12187,3239,3029,3029,800,7005,3239,0,0,0,0,0,1707.3333333333333,7635.0,1,0.0,0.15463478260869565,1,1,0,0,0,0,0,0,0,0
20000,2,2,1,31,2,2,2,2,2,0,17727,18840,18255,20129,19528,40068,1700,0,2500,0,800,792,0,965.3333333333334,22424.5,1,2.0,6.43775,0,0,0,0,0,0,1,0,0,4
60000,2,1,2,31,0,-1,2,2,2,2,3610,855,111,411,261,6695,900,0,300,0,6500,0,0,1283.3333333333333,1990.5,0,2.0,0.07071666666666666,1,1,0,0,0,0,0,0,0,0
500000,2,3,1,38,-2,-2,-2,-2,-2,-2,13655,8351,2340,2340,11435,189,8351,2340,2340,11435,189,5391,0,5007.666666666667,6385.0,0,-2.0,0.016528,1,0,1,0,0,0,0,0,0,4
80000,2,2,1,35,0,0,0,0,0,0,9647,10390,10816,9746,9798,10401,1206,1131,322,490,1402,201,0,792.0,10133.0,1,0.0,0.700575,0,1,0,0,0,0,0,0,0,0
200000,1,1,1,38,-1,-1,-1,-1,-2,-2,3048,0,100000,0,0,0,0,100000,0,0,0,0,0,16666.666666666668,17174.666666666668,0,-1.0,0.01524,0,1,0,0,0,0,0,0,0,1
80000,1,2,2,26,0,0,0,0,-1,-1,15387,20847,23059,0,526,678,6000,3070,0,526,680,0,0,1712.6666666666667,10082.833333333334,1,0.0,0.6277625,1,1,0,0,0,0,0,0,0,0
90000,2,6,3,46,0,0,0,0,0,0,77263,26691,21066,20422,20327,13619,8333,1494,600,1000,1000,257,0,2114.0,29898.0,1,0.0,1.8522666666666667,1,0,1,0,0,0,0,0,0,0
140000,1,1,2,27,-2,-1,0,0,0,0,25001,138430,135573,98172,93677,95276,141472,8000,5075,4000,4000,5000,0,27924.5,97688.16666666667,1,0.0,2.9898714285714285,0,0,1,0,0,0,0,0,0,2
360000,2,1,2,33,0,0,0,0,0,0,20376,17726,18797,15816,16112,10793,1500,2016,1095,1024,350,1323,0,1218.0,16603.333333333332,1,0.0,0.2564222222222222,1,0,1,0,0,0,0,0,0,0
110000,1,2,2,24,0,0,0,0,0,0,74349,70338,71796,73253,74138,75691,3101,3187,3244,2700,2748,3331,0,3051.8333333333335,73260.83333333333,1,0.0,3.829581818181818,1,0,1,0,0,0,0,0,0,0
200000,2,2,1,47,-1,-1,-1,-1,0,-1,11418,2541,10599,13865,6177,5519,2541,10599,13865,0,5519,2358,0,5813.666666666667,8353.166666666666,0,-1.0,0.076185,1,0,1,0,0,0,0,0,0,1
200000,2,1,2,27,0,0,0,0,0,0,9314,6020,4817,2098,2280,4778,2020,2817,1098,1280,3778,3098,0,2348.5,4884.5,1,0.0,0.07608,1,0,1,0,0,0,0,0,0,0
230000,2,1,2,29,2,-1,-1,-1,-1,-1,711,711,711,711,711,291,711,711,711,711,291,1131,0,711.0,641.0,0,-1.0,-0.0018260869565217392,1,0,0,0,0,0,1,0,0,-2
90000,2,2,2,24,0,0,0,0,0,0,35411,17417,26046,10689,12455,15181,10000,14790,5000,5249,9932,0,0,7495.166666666667,19533.166666666668,1,0.0,0.8025333333333333,1,0,1,0,0,0,0,0,0,0
500000,2,2,1,46,-1,-1,-1,0,0,0,886,21803,90182,79310,68380,58772,21831,90182,2500,2380,2772,3000,0,20444.166666666668,53222.166666666664,1,-1.0,0.393336,0,0,1,0,0,0,0,0,0,1
330000,1,3,1,56,-1,-1,2,-1,-1,0,360,1499,360,360,7143,5725,1499,0,360,7143,3000,2383,0,2397.5,2574.5,0,-1.0,0.0032181818181818184,0,1,0,0,0,0,0,0,0,1
50000,2,3,2,48,1,2,2,0,0,0,49295,50414,49158,29375,28050,27721,2200,0,1008,1004,1032,932,0,1029.3333333333333,39002.166666666664,1,0.0,4.55674,1,0,0,1,0,0,0,0,0,2
260000,2,2,1,40,-1,-1,-1,-1,-1,-1,148,359,397,208,790,2788,360,398,208,792,2788,3675,0,1370.1666666666667,781.6666666666666,0,-1.0,-0.013580769230769231,0,1,0,0,0,0,0,0,0,1
80000,2,2,1,56,1,-1,-1,-1,-1,-1,-2,697,-3,1186,-4,1633,699,0,1579,0,1637,4844,0,1459.8333333333333,584.5,0,-1.0,-0.06565,0,0,1,0,0,0,0,0,0,-1
200000,1,1,2,28,0,0,0,0,0,0,220343,214375,201917,161221,162438,157415,7000,8016,5000,12000,6000,7000,0,7502.666666666667,186284.83333333334,1,0.0,5.363465,1,0,1,0,0,0,0,0,0,0
80000,1,2,2,28,-1,-1,0,0,0,0,10394,86115,77955,49955,47700,48689,77900,3694,1694,1454,1499,1711,0,14658.666666666666,53468.0,1,0.0,2.9107,0,0,1,0,0,0,0,0,0,1
580000,1,1,1,35,-2,-2,-1,0,-1,0,9238,0,1758,2886,3733,3040,0,1758,2014,3793,7,2138,0,1618.3333333333333,3442.5,1,-2.0,0.018870689655172412,1,0,1,0,0,0,0,0,0,4
310000,1,1,1,43,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,-2.0,0.0,0,1,0,0,0,0,0,0,0,4
100000,1,2,1,52,0,0,0,0,0,0,21641,22983,24290,25080,25768,27407,2000,2000,1500,1093,2228,0,0,1470.1666666666667,24528.166666666668,1,0.0,1.38348,0,0,1,0,0,0,0,0,0,0
100000,1,2,2,26,2,2,2,2,2,0,89799,87459,94009,95577,93145,95489,0,8000,4000,0,4000,4000,0,3333.3333333333335,92579.66666666667,1,2.0,5.35478,0,0,0,0,0,0,1,0,0,4
140000,1,2,2,41,0,0,0,0,0,0,92281,92370,92446,65774,65076,64295,3551,3814,2333,2340,2279,2273,0,2765.0,78707.0,1,0.0,3.254657142857143,1,0,1,0,0,0,0,0,0,0
50000,2,2,1,26,0,0,0,0,0,0,41891,33849,30220,30235,28979,23593,1781,2016,1450,1314,814,978,0,1392.1666666666667,31461.166666666668,1,0.0,3.60828,1,0,1,0,0,0,0,0,0,0
240000,1,2,2,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,-2.0,0.0,0,1,0,0,0,0,0,0,0,-2
50000,1,2,2,24,0,0,0,0,0,0,46521,47597,48799,41286,16764,16960,2150,2352,1239,717,585,589,0,1272.0,36321.166666666664,1,0.0,4.2059,1,0,1,0,0,0,0,0,0,0
200000,1,1,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,-2.0,0.0,0,1,0,0,0,0,0,0,0,-2
300000,1,2,1,38,0,0,0,2,2,2,181387,171685,181780,177363,189423,188567,8000,14500,0,15150,7700,0,0,7558.333333333333,181700.83333333334,1,0.0,3.48285,0,1,0,0,0,0,0,0,0,0
70000,1,2,1,26,0,0,0,0,0,0,18757,19764,20539,23066,23684,24182,1625,1400,2882,1000,879,1033,0,1469.8333333333333,21665.333333333332,1,0.0,1.731042857142857,0,0,1,0,0,0,0,0,0,0
250000,1,1,2,33,-1,-1,-1,-1,-2,-1,22824,6540,6686,-14795,-23003,4017,6573,6793,41,42,35602,3,0,8175.666666666667,378.1666666666667,0,-1.0,-0.18714,1,1,0,0,0,0,0,0,0,1
80000,2,2,2,43,0,0,0,0,0,0,77057,78102,58501,51042,19036,19414,3177,2600,3000,1691,695,882,0,2007.5,50525.333333333336,1,0.0,3.6388375,1,0,1,0,0,0,0,0,0,0
70000,2,2,1,28,0,0,0,2,0,0,16030,15502,12637,11204,10983,11901,1500,3000,0,2000,2000,0,0,1416.6666666666667,13042.833333333334,1,0.0,0.9965285714285714,1,1,0,0,0,0,0,0,0,0
20000,1,3,1,43,-1,-1,0,0,0,0,227,20351,20237,19339,19450,19337,22359,1305,1258,1459,3457,1700,0,5256.333333333333,16490.166666666668,1,0.0,3.37015,0,0,1,0,0,0,0,0,0,1
60000,2,2,2,29,-1,0,0,0,-2,-2,55064,57833,9479,0,0,0,5000,1033,0,0,0,0,0,1005.5,20396.0,1,0.0,1.93905,1,1,0,0,0,0,0,0,0,0
20000,1,2,2,22,0,0,0,0,0,-1,9493,10531,11557,12546,9900,1000,1500,1500,1500,800,1500,0,0,1133.3333333333333,9171.166666666666,1,0.0,2.41135,1,0,1,0,0,0,0,0,0,0
180000,2,1,1,36,0,0,0,0,0,0,4911,6688,8432,9977,10030,10836,2000,2000,2000,500,1100,0,0,1266.6666666666667,8479.0,1,0.0,0.2404111111111111,0,0,1,0,0,0,0,0,0,0
390000,1,2,1,37,0,0,0,0,0,0,174603,178087,185212,187648,192538,198828,6379,10000,7001,8001,10000,10000,0,8563.5,186152.66666666666,1,0.0,2.7321410256410257,0,0,1,0,0,0,0,0,0,0
360000,1,3,2,31,1,-1,2,-1,0,0,0,238,238,3730,3930,3930,238,0,3730,200,0,0,0,694.6666666666666,2011.0,1,-1.0,0.02193888888888889,0,0,1,0,0,0,0,0,0,-1
60000,1,1,2,26,0,0,0,0,0,0,29860,30576,31962,32444,32971,33721,1500,1900,1310,1200,1300,1500,0,1451.6666666666667,31922.333333333332,1,0.0,3.047066666666667,0,0,1,0,0,0,0,0,0,0
190000,2,2,1,37,0,0,2,2,2,2,105679,115049,117856,119570,116284,123528,11000,6000,5000,0,9000,4000,0,5833.333333333333,116327.66666666667,1,2.0,3.4892947368421052,0,0,1,0,0,0,0,0,0,0
160000,2,3,1,36,0,0,0,0,2,2,92816,87606,82218,79438,72451,39831,5000,10000,5018,127,10015,69,0,5038.166666666667,75726.66666666667,1,0.0,2.65081875,1,0,1,0,0,0,0,0,0,0
80000,2,3,1,54,0,0,0,0,0,0,12158,13956,14382,15631,16080,17327,2000,1500,1500,1000,1500,2005,0,1584.1666666666667,14922.333333333334,1,0.0,1.0003625,0,0,1,0,0,0,0,0,0,0
20000,1,2,2,25,-1,-1,-1,-1,-1,0,390,390,390,390,390,780,390,390,390,390,390,0,0,325.0,455.0,0,-1.0,0.039,0,1,0,0,0,0,0,0,0,1
50000,1,1,1,47,0,0,2,2,2,2,45717,47974,49837,50807,49947,50424,3000,3000,2000,0,5000,0,0,2166.6666666666665,49117.666666666664,1,2.0,5.63412,0,0,1,0,0,0,0,0,0,0
250000,2,1,2,32,-1,-1,-1,-1,-1,-1,165,165,165,165,165,315,165,165,165,165,315,130,0,184.16666666666666,190.0,0,-1.0,0.00014,0,1,0,0,0,0,0,0,0,1
180000,2,3,2,28,0,0,0,0,0,0,176802,179271,180382,132104,129772,124734,6963,6208,3749,4365,4517,177,0,4329.833333333333,153844.16666666666,1,0.0,4.983811111111111,1,0,1,0,0,0,0,0,0,0
50000,2,3,1,48,0,0,0,0,0,0,38031,31677,27240,31505,25979,25925,2000,2000,5000,2000,21000,0,0,5333.333333333333,30059.5,1,0.0,2.96714,1,0,1,0,0,0,0,0,0,0
260000,2,3,1,54,-1,-1,-2,-2,-2,-2,9760,5465,2504,15809,3756,9560,5484,2504,16593,3764,11092,963,0,6733.333333333333,7809.0,0,-2.0,0.024823076923076923,1,0,1,0,0,0,0,0,0,1
110000,2,2,1,44,0,0,0,0,0,0,42214,43195,43699,45662,47592,48674,2000,3000,3000,3000,2000,2000,0,2500.0,45172.666666666664,1,0.0,2.3276,0,0,1,0,0,0,0,0,0,0
70000,2,3,2,26,0,0,0,0,0,0,28995,30131,31610,37209,40749,40541,1600,2000,7000,5000,1500,1500,0,3100.0,34872.5,1,0.0,2.723357142857143,0,0,1,0,0,0,0,0,0,0
220000,2,3,2,29,0,0,0,0,0,0,14246,15601,17140,14131,15424,17345,2601,2140,2131,3424,2345,3385,0,2671.0,15647.833333333334,1,0.0,0.3539136363636364,0,0,1,0,0,0,0,0,0,0
360000,2,2,2,33,-1,-1,-2,-2,-2,-2,8552,1118,1227,1541,1389,390,1118,1227,1541,1389,390,390,0,1009.1666666666666,2369.5,1,-2.0,0.022672222222222222,1,0,1,0,0,0,0,0,0,1
210000,1,2,2,43,1,-2,-1,0,0,0,0,0,38013,40555,45075,37056,0,38013,3000,5000,3000,3000,0,8668.833333333334,26783.166666666668,1,0.0,0.517552380952381,0,0,1,0,0,0,0,0,0,-2
100000,2,3,1,35,0,0,0,0,0,0,47843,48885,49904,50774,51957,52991,2111,2130,2000,2000,1898,2000,0,2023.1666666666667,50392.333333333336,1,0.0,2.90215,0,0,1,0,0,0,0,0,0,0
110000,1,2,1,36,0,0,0,0,0,0,109361,102505,103834,76491,77245,78049,3940,3256,2696,2780,2900,3000,0,3095.3333333333335,91247.5,1,0.0,4.8083,1,0,1,0,0,0,0,0,0,0
400000,2,1,2,30,0,0,0,0,0,0,153655,156309,137701,191514,121092,166173,26876,10134,85450,10140,88097,10086,0,38463.833333333336,154407.33333333334,1,0.0,1.7391525,0,0,1,0,0,0,0,0,0,0
250000,2,1,2,43,0,0,0,0,0,0,93163,96024,90901,69927,71403,69948,4409,3023,2600,2700,2801,2500,0,3005.5,81894.33333333333,1,0.0,1.893332,1,0,1,0,0,0,0,0,0,0
250000,1,2,1,50,0,0,0,0,-2,-1,238215,182156,121786,-329,-494,1541,9000,5000,0,0,2200,0,0,2700.0,90479.16666666667,1,0.0,2.1067,1,1,0,0,0,0,0,0,0,0
210000,1,1,1,40,-1,-1,-1,-1,-1,-1,6223,8143,3712,3091,90817,308,8146,3719,3091,90817,308,3369,0,18241.666666666668,18715.666666666668,0,-1.0,0.013542857142857143,0,0,1,0,0,0,0,0,0,1
200000,2,1,2,35,0,0,0,0,0,0,99291,87757,82417,83877,82814,35484,2742,3000,2018,2743,1578,9013,0,3515.6666666666665,78606.66666666667,1,0.0,2.25273,1,0,1,0,0,0,0,0,0,0
60000,2,2,1,47,0,0,0,0,0,0,9253,56120,57614,58699,57302,51812,50000,3000,2700,3000,3000,3000,0,10783.333333333334,48466.666666666664,1,0.0,3.7683333333333335,0,0,1,0,0,0,0,0,0,0
50000,2,2,2,28,0,0,0,0,0,0,10051,14149,21514,25359,30400,39678,5000,10000,5000,5780,10000,10000,0,7630.0,23525.166666666668,1,0.0,1.90742,0,0,1,0,0,0,0,0,0,0
60000,2,1,2,27,0,0,0,0,0,0,62321,61015,58160,51237,29999,28972,3000,3016,5011,1005,1000,14000,0,4505.333333333333,48617.333333333336,1,0.0,4.4112,1,0,1,0,0,0,0,0,0,0
440000,2,3,1,50,0,0,0,0,0,0,250825,167091,144804,67729,66077,60074,10043,8608,25031,25030,22053,20030,0,18465.833333333332,126100.0,1,0.0,1.4677386363636364,1,0,1,0,0,0,0,0,0,0
20000,1,3,2,34,0,0,2,0,0,-2,6569,6939,4679,2960,0,0,2449,0,1000,0,0,0,0,574.8333333333334,3524.5,1,0.0,0.8849,1,0,1,0,0,0,0,0,0,0
340000,2,1,2,37,0,0,0,0,0,0,334125,335778,343792,301895,198944,197439,13562,15000,12000,8120,7720,4000,0,10067.0,285328.8333333333,1,0.0,4.857561764705882,1,0,1,0,0,0,0,0,0,0
120000,2,1,2,27,-1,-1,-2,-2,-2,-2,19333,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3222.1666666666665,1,-2.0,0.16110833333333333,1,1,0,0,0,0,0,0,0,1
200000,2,1,1,50,-1,-1,-1,-1,0,0,2119,1662,2482,19272,22388,21105,1662,2482,19272,10004,10000,3471,0,7815.166666666667,11504.666666666666,0,-1.0,0.110685,0,0,1,0,0,0,0,0,0,1
300000,1,2,2,34,0,0,0,0,0,0,50281,51441,54107,55111,56688,58272,2000,3500,3000,2500,2500,2500,0,2666.6666666666665,54316.666666666664,1,0.0,1.033,0,0,1,0,0,0,0,0,0,0
